code,course_name,description
HLTH377H,Human Sexuality,"The biological and developmental aspects of human sexuality; the psychological and emotional aspects of sexual behavior; sexual identity; the historical, cultural, social, linguistic, legal and moral forces affecting sexual issues; the importance of communication, disclosure and intimacy in interpersonal relationships; and research trends in the area of human sexuality."
HLTH386,Experiential Learning,Prerequisite: Permission of SPHL-Behavioral & Community Health department.  Restriction: Junior standing or higher.
HLTH391,Making a Difference: Applying Community Health,Prerequisite:
HLTH391H,Making a Difference: Applying Community Health,Prerequisite:
HLTH420,Effective Strategies for Public Health Practice,Prerequisite: Minimum grade of C- in HLTH301 and HLTH391.  Corequisite: HLTH490.
HLTH424,"Lesbian, Gay, Bisexual & Transgender Health",Recommended:
HLTH424H,"Lesbian, Gay, Bisexual & Transgender Health",Recommended:
HLTH434,Introduction to Public Health Informatics,Restriction: Must be in one of the following programs (Community Health; Public Health Science) ; and must have earned a minimum of 60 credits.  Credit only granted for: HLTH434 or HLTH498E.  Formerly: HLTH498E.
HLTH471,Women's Health,Restriction: Must be in a major within the SPHL-Behavioral & Community Health department; or must be in a major within the ARHU-Women's Studies department.  Cross-listed with WMST471.  Credit only granted  for: HLTH471 or WMST471.
HLTH490,Professional Preparation in Community Health,"Prerequisite: Minimum grade of C- in HLTH391, BSCI170, BSCI171, and BSCI201.  Corequisite: HLTH420.  Restriction: Must be in Community Health program."
HLTH491,Community Health Internship,Prerequisite: Must have completed HLTH490 with a C- or higher. Restriction: Must have completed all program requirements and be in the last semester of the Community Health degree program.
HLTH492,BS/MPH Community Internship,Prerequisite: Minimum grade of C- in HLTH490.  Restriction: Must be a Community Health major who has been admitted to the combined BS/MPH degree program.
HLTH624,"Advanced Lesbian, Gay, Bisexual & Transgender Health","Recommended: Students should have some familiarity with basic psychology, sociology and/or epidemiology.  Credit only granted for: HLTH424 or HLTH624."
HLTH625,Community Assessment through Qualitative Methods,Restriction: Course will be restricted to Behavioral and Community Health graduate students.
HLTH653,Quantitative Research Methods II in Public Health,Prerequisite: HLTH652.  Restriction: Must be in a major within SPHL-Behavioral & Community Health department.  Credit only granted for: HLTH653 or HLTH688T.  Formerly: HLTH688T.
HLTH665,Health Behavior I,"The psychological, social psychological, and sociological theories of health behavior. The relation of health knowledge, beliefs, attitudes, intentions, and behavior to preventive, illness, sick-role, and health utilization behaviors."
HLTH666,Health Behavior II,Prerequisite: HLTH665.
HLTH671,Public Health Communication,Restriction: Non-SPH students must obtain permission from the instructor prior to registering.  Credit only granted for: HLTH670 or HLTH671 and HLTH672.  Formerly: HLTH670.
HLTH711,Advanced Research Methods in Health,Prerequisite: HLTH710.  Restriction: Must be in MPH: Community Health Education (Master's) program; or must be in Ph.D.: Public and Community Health (Doctoral) program.
HLTH742,Professional Writing and Presentations,Restriction: Must be in MPH: Community Health Education (Master's) program; or must be in Ph.D.: Public and Community Health (Doctoral) program.  Credit only granted for: HLTH742 or HLTH688W.  Formerly: HLTH688W.
HLTH785,Internship in Public Health,"Prerequisite: HLTH665, HLTH775, and HLTH780; or permission of SPHL-Behavioral & Community Health department.  Credit only granted for: HLTH785 or HLTH778."
HLTH786,Capstone Project in Public Health,Prerequisite: Must have completed all required coursework; and permission of SPHL-Behavioral & Community Health department. Restriction: Must be in a major within SPHL-Behavioral & Community Health department.
IDEA247,Introduction to Peer Innnovation Coaching,"Restriction: Sophomore standing or higher; and permission of Academy for Innovation and Entrepreneurship.  Credit only granted for: IDEA247 or IDEA250.  Formerly: IDEA250.  Additional information: Participation in the course requires students to submit an application, be interviewed and selected by the Academy for Innovation and Entrepreneurship."
IDEA247,Introduction to Peer Innnovation Coaching,"Restriction: Sophomore standing or higher; and permission of Academy for Innovation and Entrepreneurship.  Credit only granted for: IDEA247 or IDEA250.  Formerly: IDEA250.  Additional information: Participation in the course requires students to submit an application, be interviewed and selected by the Academy for Innovation and Entrepreneurship."
IMMR399,Internship in Immigration/Migration Studies,"Recommended: HIST222; or IMMR200.  Credit only granted for: HIST428N, IMMR400, THET428I, or THET498V..  Formerly: HIST428N."
IMMR400,Vital Voices: Oral Histories of the Immigrant Experience,"Recommended: HIST222; or IMMR200.  Credit only granted for: HIST428N, IMMR400, THET428I, or THET498V..  Formerly: HIST428N."
INAG099,Cooperative Education,Restriction: Must be in a major in AGNR-College of Agriculture & Natural Resources; or permission of AGNR-Institute of Applied Agriculture department.
INAG105,Soils and Fertilizers,Restriction: Must be in a major in AGNR-College of Agriculture & Natural Resources; or permission of AGNR-Institute of Applied Agriculture department.
INAG106,Pesticide Use and Safety,Additional information: Priority enrollment will be given to students in the IAA program or to students in the College of Agriculture and Natural Resources (AGNR).
INAG110,Oral Communication,Credit only granted for:
INAG110S,Oral Communication,Credit only granted for:
INAG131,Introduction to Agricultural Policy and Communication,Restriction: Must be a student in the Institute of Applied Agriculture; or must be in a major in AGNR-College of Agriculture & Natural Resources; or permission of AGNR-Institute of Applied Agriculture department.
INAG204,Agricultural Business Management,Recommended: INAG102.  Restriction: Must be in a major in AGNR-College of Agriculture & Natural Resources; or permission of AGNR-Institute of Applied Agriculture department.  Additional information: Priority in enrollment will be given to students within the Institute of Applied Agriculture.  May not count toward any BMGT major or minor requirement.
INAG205,Analyzing Alternative Enterprises,Restriction: Must be in a major in AGNR-College of Agriculture & Natural Resources; or permission of AGNR-Institute of Applied Agriculture department.  Additional information: Priority in enrollment will be given to students within the Institute of Applied Agriculture.
INAG206,Agricultural Business Law,Restriction: Students at the Institute of Applied Agriculture (IAA); or students at the College of Agriculture and Natural Resources (AGNR); or permission may be granted to other students based on available space. Additional information: Course cannot be used to fulfill a requirement for a Robert H. Smith School of Business major or minor.
INAG207,Power and Machinery,Prerequisite: INAG250 or PLSC204.  Restriction: Must be in a major within the AGNR-Institute of Applied Agriculture department; or permission of AGNR-Institute of Applied Agriculture department. Additional information: Priority will be given to IAA students and permission will be granted to AGNR students and others on a space available basis.
